X,Y,OBJECTID,COUNTY,DESCRIPTION_BSL,DIRECTION_OP,DLAT_GIS,DLONG_GIS,LINE,MUNICIPALITY,STOP_NUM,STOP_TYPE,STREET_DIR,HEADING
-8236070.3004,4991806.2563,4573,Bergen,FORT LEE RD AT GLENWOOD AVE,Ou,40.86061,-73.9859,182,LEONIA,12413,FS,W,
-8236070.3004,4991806.2563,4574,Bergen,FORT LEE RD AT GLENWOOD AVE,Ou,40.86061,-73.9859,755,LEONIA,12413,FS,W,
-8236070.3004,4991806.2563,4575,Bergen,FORT LEE RD AT GLENWOOD AVE,Ou,40.86061,-73.9859,756,LEONIA,12413,FS,W,
-8236267.7648,4991960.5027,4576,Bergen,FORT LEE RD AT BROAD AVE,Ou,40.86166,-73.98767,182,LEONIA,12414,NS,W,
-8236267.7648,4991960.5027,4577,Bergen,FORT LEE RD AT BROAD AVE,Ou,40.86166,-73.98767,755,LEONIA,12414,NS,W,
-8236267.7648,4991960.5027,4578,Bergen,FORT LEE RD AT BROAD AVE,Ou,40.86166,-73.98767,756,LEONIA,12414,NS,W,
-8236439.5493,4992093.7757,4579,Bergen,FORT LEE RD AT GLADWIN AVE,Ou,40.86256,-73.98922,182,LEONIA,12415,NS,W,
-8236439.5493,4992093.7757,4580,Bergen,FORT LEE RD AT GLADWIN AVE,Ou,40.86256,-73.98922,751,LEONIA,12415,NS,W,
-8236439.5493,4992093.7757,4581,Bergen,FORT LEE RD AT GLADWIN AVE,Ou,40.86256,-73.98922,755,LEONIA,12415,NS,W,
-8236736.102,4992319.3846,4582,Bergen,FORT LEE RD AT GRAND AVE,Ou,40.86407,-73.99189,182,LEONIA,12416,NS,W,
-8236736.102,4992319.3846,4583,Bergen,FORT LEE RD AT GRAND AVE,Ou,40.86407,-73.99189,751,LEONIA,12416,NS,W,
-8236736.102,4992319.3846,4584,Bergen,FORT LEE RD AT GRAND AVE,Ou,40.86407,-73.99189,755,LEONIA,12416,NS,W,
-8241480.1806,4990892.4333,4585,Bergen,BERGEN TURNPIKE AT LAKEVIEW AVENUE,Ou,40.85442,-74.03448,165,LITTLE FERRY,12440,NS,N,
-8241625.0789,4991372.8094,4586,Bergen,BERGEN TPKE AT BACKIEL AVE,Ou,40.85767,-74.03584,165,LITTLE FERRY,12441,NS,N,
-8241656.1654,4991391.4217,4587,Bergen,BERGEN TPKE AT BACKIEL AVE,In,40.85782,-74.03602,165,LITTLE FERRY,12442,NS,S,
-8242396.772,4989324.3531,4588,Bergen,LIBERTY ST AT ECKEL RD,Ou,40.84382,-74.04276,161,LITTLE FERRY,12444,NS,N,
-8242396.772,4989324.3531,4589,Bergen,LIBERTY ST AT ECKEL RD,Ou,40.84382,-74.04276,772,LITTLE FERRY,12444,NS,N,
-8242384.5249,4989668.0669,4590,Bergen,LIBERTY ST AT CHAMBERLAIN AVE,Ou,40.84609,-74.04266,161,LITTLE FERRY,12445,NS,N,
-8242384.5249,4989668.0669,4591,Bergen,LIBERTY ST AT CHAMBERLAIN AVE,Ou,40.84609,-74.04266,772,LITTLE FERRY,12445,NS,N,
-8242426.9575,4990108.1381,4592,Bergen,LIBERTY ST AT KAVRIK ST,Ou,40.84908,-74.04305,161,LITTLE FERRY,12446,NS,N,
-8242426.9575,4990108.1381,4593,Bergen,LIBERTY ST AT KAVRIK ST,Ou,40.84908,-74.04305,772,LITTLE FERRY,12446,NS,N,
-8242505.4425,4990393.1513,4594,Bergen,LIBERTY ST AT RED NECK AVE,Ou,40.85103,-74.04376,161,LITTLE FERRY,12447,NS,N,
-8242505.4425,4990393.1513,4595,Bergen,LIBERTY ST AT RED NECK AVE,Ou,40.85103,-74.04376,772,LITTLE FERRY,12447,NS,N,
-8242462.5669,4990151.3733,4596,Bergen,LIBERTY ST AT WILLIAMS ST,In,40.8494,-74.04323,161,LITTLE FERRY,12448,NS,S,
-8242462.5669,4990151.3733,4597,Bergen,LIBERTY ST AT WILLIAMS ST,In,40.8494,-74.04323,772,LITTLE FERRY,12448,NS,S,
-8242417.9731,4989703.3102,4598,Bergen,LIBERTY ST AT UNION AVE,In,40.84635,-74.04285,161,LITTLE FERRY,12449,NS,S,
-8242417.9731,4989703.3102,4599,Bergen,LIBERTY ST AT UNION AVE,In,40.84635,-74.04285,772,LITTLE FERRY,12449,NS,S,
-8242451.4452,4989310.4365,4600,Bergen,LIBERTY ST AT ECKEL RD,In,40.84367,-74.0432,161,LITTLE FERRY,12450,FS,S,
-8242451.4452,4989310.4365,4601,Bergen,LIBERTY ST AT ECKEL RD,In,40.84367,-74.0432,772,LITTLE FERRY,12450,FS,S,
-8242978.1266,4991045.0384,4602,Bergen,MAIN ST AT FRANKLIN ST,In,40.8555,-74.04789,161,LITTLE FERRY,12451,NS,E,
-8242978.1266,4991045.0384,4603,Bergen,MAIN ST AT FRANKLIN ST,In,40.8555,-74.04789,772,LITTLE FERRY,12451,NS,E,
-8242492.5657,4990662.8297,4604,Bergen,MAIN ST AT LIBERTY ST,In,40.85291,-74.04352,161,LITTLE FERRY,12452,NS,E,
-8242492.5657,4990662.8297,4605,Bergen,MAIN ST AT LIBERTY ST,In,40.85291,-74.04352,772,LITTLE FERRY,12452,NS,E,
-8242493.9248,4990694.6247,4606,Bergen,MAIN ST AT LIBERTY ST,Ou,40.85306,-74.0436,161,LITTLE FERRY,12453,FS,W,
-8242493.9248,4990694.6247,4607,Bergen,MAIN ST AT LIBERTY ST,Ou,40.85306,-74.0436,772,LITTLE FERRY,12453,FS,W,
-8242380.6477,4990928.7974,4608,Bergen,US-46 AT LIBERTY ST,In,40.85471,-74.04255,151,LITTLE FERRY,12454,NS,E,
-8242380.6477,4990928.7974,4609,Bergen,US-46 AT LIBERTY ST,In,40.85471,-74.04255,165,LITTLE FERRY,12454,NS,E,
-8241919.8787,4990800.2685,4610,Bergen,US-46 AT GRAND ST,In,40.85381,-74.03842,151,LITTLE FERRY,12455,NS,E,
-8241919.8787,4990800.2685,4611,Bergen,US-46 AT GRAND ST,In,40.85381,-74.03842,165,LITTLE FERRY,12455,NS,E,
-8241967.7372,4990839.5125,4612,Bergen,US-46 AT GRAND ST,Ou,40.85405,-74.03886,151,LITTLE FERRY,12458,FS,W,
-8241967.7372,4990839.5125,4613,Bergen,US-46 AT GRAND ST,Ou,40.85405,-74.03886,165,LITTLE FERRY,12458,FS,W,
-8242313.1946,4990935.5708,4614,Bergen,US-46 at LIBERTY ST,Ou,40.85474,-74.04195,151,LITTLE FERRY,12459,NS,W,
-8242313.1946,4990935.5708,4615,Bergen,US-46 at LIBERTY ST,Ou,40.85474,-74.04195,165,LITTLE FERRY,12459,NS,W,
-8246255.3239,4996810.1789,4616,Bergen,ESSEX ST AT ROCHELLE AVE,In,40.89463,-74.07736,144,LODI,12460,FS,E,
-8246255.3239,4996810.1789,4617,Bergen,ESSEX ST AT ROCHELLE AVE,In,40.89463,-74.07736,164,LODI,12460,FS,E,
-8246255.3239,4996810.1789,4618,Bergen,ESSEX ST AT ROCHELLE AVE,In,40.89463,-74.07736,712,LODI,12460,FS,E,
-8245230.9806,4995999.0139,4619,Bergen,ESSEX ST AT MAYWOOD AVE,In,40.88909,-74.06819,144,LODI,12462,FS,E,
-8245230.9806,4995999.0139,4620,Bergen,ESSEX ST AT MAYWOOD AVE,In,40.88909,-74.06819,164,LODI,12462,FS,E,
-8245230.9806,4995999.0139,4621,Bergen,ESSEX ST AT MAYWOOD AVE,In,40.88909,-74.06819,712,LODI,12462,FS,E,
-8246783.6878,4995363.6301,4622,Bergen,GARIBALDI AVE AT MAIN ST,In,40.88485,-74.08206,709,LODI,12463,FS,E,
-8246470.5599,4995120.8735,4623,Bergen,GARIBALDI AVE AT BROOK ST,In,40.88319,-74.07926,709,LODI,12464,NS,E,
-8246123.944,4994849.0497,4624,Bergen,GARIBALDI AVE AT MILL ST,In,40.88133,-74.07616,709,LODI,12465,FS,E,
-8245843.805,4994629.2689,4625,Bergen,GARIBALDI AVE AT SHORT ST,In,40.87984,-74.07364,709,LODI,12466,NS,E,
-8245395.1654,4994278.6107,4626,Bergen,GARIBALDI AVE AT WISSE ST,In,40.87745,-74.06962,709,LODI,12467,FS,E,
-8245406.1524,4994317.1906,4627,Bergen,GARIBALDI AVE AT WISSE ST,Ou,40.87765,-74.06978,709,LODI,12468,NS,W,
-8245915.9231,4994717.501,4628,Bergen,GARIBALDI AVE AT META LN,Ou,40.88037,-74.07436,709,LODI,12469,FS,W,
-8246122.5165,4994878.6954,4629,Bergen,GARIBALDI AVE AT MILL ST,Ou,40.88148,-74.0762,709,LODI,12470,NS,W,
-8246440.4376,4995128.1226,4630,Bergen,GARIBALDI AVE AT BROOK ST,Ou,40.88317,-74.07906,709,LODI,12471,NS,W,
-8246791.1414,4995400.4585,4631,Bergen,GARIBALDI AVE AT MAIN ST,Ou,40.88503,-74.0822,709,LODI,12472,NS,W,
-8246673.7765,4995730.2828,4632,Bergen,MAIN ST AT AVENUE C,Ou,40.8873,-74.0812,709,LODI,12473,NS,N,
-8246473.1028,4996406.4242,4633,Bergen,MAIN ST AT WILSON ST,Ou,40.89189,-74.07939,709,LODI,12474,NS,N,
-8246602.9182,4996067.7677,4634,Bergen,MAIN ST AT AVENUE F,In,40.88957,-74.08047,709,LODI,12475,NS,S,
-8246701.5496,4995721.7104,4635,Bergen,MAIN ST AT AVENUE C,In,40.88721,-74.08131,709,LODI,12476,FS,S,
-8247302.0085,4994162.4192,4636,Bergen,MAIN ST AT ARNOT ST,In,40.87662,-74.08676,161,LODI,12477,NS,S,
-8247302.0085,4994162.4192,4637,Bergen,MAIN ST AT ARNOT ST,In,40.87662,-74.08676,709,LODI,12477,NS,S,
-8247344.5637,4994069.2416,4638,Bergen,MEMORIAL DR AT WASHINGTON ST,In,40.87602,-74.08719,161,LODI,12478,NS,N,
-8247344.5637,4994069.2416,4639,Bergen,MEMORIAL DR AT WASHINGTON ST,In,40.87602,-74.08719,709,LODI,12478,NS,N,
-8247929.2878,4993523.2526,4640,Bergen,PASSAIC AVE AT HOME PL,In,40.87226,-74.09238,709,LODI,12481,FS,S,
-8247476.2733,4995319.0758,4641,Bergen,US-46 AT WESTMINSTER PL,In,40.88451,-74.08832,151,LODI,12483,FS,E,
-8247476.2733,4995319.0758,4642,Bergen,US-46 AT WESTMINSTER PL,In,40.88451,-74.08832,161,LODI,12483,FS,E,
-8245787.7704,4994151.2272,4643,Bergen,US-46 at CHRISTOPHER ST,In,40.8766,-74.07313,151,LODI,12486,NS,E,
-8245787.7704,4994151.2272,4644,Bergen,US-46 at CHRISTOPHER ST,In,40.8766,-74.07313,161,LODI,12486,NS,E,
-8245568.2088,4993980.4362,4645,Bergen,US-46 at SAVOIE ST,In,40.87544,-74.07116,151,LODI,12487,NS,E,
-8245568.2088,4993980.4362,4646,Bergen,US-46 at SAVOIE ST,In,40.87544,-74.07116,161,LODI,12487,NS,E,
-8245586.2798,4994046.4249,4647,Bergen,US-46 at NORTH SAVOIE ST,Ou,40.87582,-74.07139,151,LODI,12488,FS,W,
-8245586.2798,4994046.4249,4648,Bergen,US-46 at NORTH SAVOIE ST,Ou,40.87582,-74.07139,161,LODI,12488,FS,W,
-8245912.0271,4994295.8714,4649,Bergen,US-46 500' W of CHRISTOPHER ST,Ou,40.87753,-74.0743,151,LODI,12489,MB,W,
-8245912.0271,4994295.8714,4650,Bergen,US-46 500' W of CHRISTOPHER ST,Ou,40.87753,-74.0743,161,LODI,12489,MB,W,
-8246653.4582,4994823.6459,4651,Bergen,US-46 at MONEY ST,Ou,40.8811,-74.08097,151,LODI,12490,NS,W,
-8246653.4582,4994823.6459,4652,Bergen,US-46 at MONEY ST,Ou,40.8811,-74.08097,161,LODI,12490,NS,W,
-8247469.4231,4995363.5741,4653,Bergen,US-46 AT WESTMINSTER PL,Ou,40.88481,-74.08826,151,LODI,12492,NS,W,
-8247469.4231,4995363.5741,4654,Bergen,US-46 AT WESTMINSTER PL,Ou,40.88481,-74.08826,161,LODI,12492,NS,W,
-8247883.5961,4992315.7543,4655,Bergen,PASSAIC (TERHUNE) AVE AT ROOSEVELT AVE,Ou,40.86408,-74.09201,780,LODI,12493,FS,W,
-8247060.2667,4994249.1529,4656,Bergen,UNION ST AT MAIN ST (LIBERTY ST),In,40.87724,-74.08459,161,LODI,12494,NS,E,
-8247060.2667,4994249.1529,4657,Bergen,UNION ST AT MAIN ST (LIBERTY ST),In,40.87724,-74.08459,709,LODI,12494,NS,E,
-8246757.002,4994012.1471,4658,Bergen,UNION ST AT PROSPECT ST,In,40.87566,-74.08183,161,LODI,12495,NS,E,
-8246757.002,4994012.1471,4659,Bergen,UNION ST AT PROSPECT ST,In,40.87566,-74.08183,709,LODI,12495,NS,E,
-8246350.9219,4993693.3729,4660,Bergen,UNION ST AT BROOKSIDE AVE,In,40.87349,-74.07819,161,LODI,12496,NS,E,
-8246350.9219,4993693.3729,4661,Bergen,UNION ST AT BROOKSIDE AVE,In,40.87349,-74.07819,709,LODI,12496,NS,E,
-8245850.9555,4993306.3082,4662,Bergen,UNION ST AT OAK GROVE AVE,In,40.87084,-74.07372,161,LODI,12497,NS,E,
-8245850.9555,4993306.3082,4663,Bergen,UNION ST AT OAK GROVE AVE,In,40.87084,-74.07372,709,LODI,12497,NS,E,
-8245976.4163,4993430.5383,4664,Bergen,UNION ST AT PINE ST,In,40.87163,-74.0749,161,LODI,12498,NS,W,
-8245976.4163,4993430.5383,4665,Bergen,UNION ST AT PINE ST,In,40.87163,-74.0749,709,LODI,12498,NS,W,
-8246264.7187,4993655.6956,4666,Bergen,UNION ST AT JAMES PL,In,40.87317,-74.07748,161,LODI,12499,NS,W,
-8246264.7187,4993655.6956,4667,Bergen,UNION ST AT JAMES PL,In,40.87317,-74.07748,709,LODI,12499,NS,W,
-8246820.2677,4994095.3509,4668,Bergen,UNION ST AT MASSEY ST,In,40.87614,-74.08249,161,LODI,12500,NS,W,
-8246820.2677,4994095.3509,4669,Bergen,UNION ST AT MASSEY ST,In,40.87614,-74.08249,709,LODI,12500,NS,W,
-8247016.4563,4994248.4041,4670,Bergen,UNION ST AT MAIN ST (RENNIE PL),In,40.87717,-74.08426,161,LODI,12501,NS,W,
-8247016.4563,4994248.4041,4671,Bergen,UNION ST AT MAIN ST (RENNIE PL),In,40.87717,-74.08426,709,LODI,12501,NS,W,
-8248758.5164,4982623.4318,4672,Bergen,CHUBB AVE AT VALLEY BROOK AVE,Ou,40.79824,-74.09988,76,LYNDHURST TWP,12514,FS,N,
-8248758.5164,4982623.4318,4673,Bergen,CHUBB AVE AT VALLEY BROOK AVE,Ou,40.79824,-74.09988,192,LYNDHURST TWP,12514,FS,N,
-8248758.5164,4982623.4318,4674,Bergen,CHUBB AVE AT VALLEY BROOK AVE,Ou,40.79824,-74.09988,199,LYNDHURST TWP,12514,FS,N,
-8248420.9718,4983065.7506,4675,Bergen,CHUBB AVE 1584' N OF VALLEY BROOK AVE,Ou,40.80122,-74.09684,76,LYNDHURST TWP,12515,MB,N,
-8248420.9718,4983065.7506,4676,Bergen,CHUBB AVE 1584' N OF VALLEY BROOK AVE,Ou,40.80122,-74.09684,192,LYNDHURST TWP,12515,MB,N,
-8248420.9718,4983065.7506,4677,Bergen,CHUBB AVE 1584' N OF VALLEY BROOK AVE,Ou,40.80122,-74.09684,199,LYNDHURST TWP,12515,MB,N,
-8248468.4983,4983385.3009,4678,Bergen,CHUBB AVE 2376' N OF VALLEY BROOK AVE,Ou,40.80339,-74.09727,76,LYNDHURST TWP,12516,MB,N,
-8248468.4983,4983385.3009,4679,Bergen,CHUBB AVE 2376' N OF VALLEY BROOK AVE,Ou,40.80339,-74.09727,192,LYNDHURST TWP,12516,MB,N,
-8248468.4983,4983385.3009,4680,Bergen,CHUBB AVE 2376' N OF VALLEY BROOK AVE,Ou,40.80339,-74.09727,199,LYNDHURST TWP,12516,MB,N,
-8248941.521,4983346.7101,4681,Bergen,CLAY AVE 778'S OF WALL ST WEST ,Ou,40.80313,-74.10147,76,LYNDHURST TWP,12517,MB,S,
-8248941.521,4983346.7101,4682,Bergen,CLAY AVE 778'S OF WALL ST WEST ,Ou,40.80313,-74.10147,192,LYNDHURST TWP,12517,MB,S,
-8248941.521,4983346.7101,4683,Bergen,CLAY AVE 778'S OF WALL ST WEST ,Ou,40.80313,-74.10147,199,LYNDHURST TWP,12517,MB,S,
-8249048.7719,4983023.9341,4684,Bergen,CLAY AVE 248'N OF VALLEY BROOK AVE,Ou,40.80093,-74.10245,76,LYNDHURST TWP,12518,MB,S,
-8249048.7719,4983023.9341,4685,Bergen,CLAY AVE 248'N OF VALLEY BROOK AVE,Ou,40.80093,-74.10245,192,LYNDHURST TWP,12518,MB,S,
-8249048.7719,4983023.9341,4686,Bergen,CLAY AVE 248'N OF VALLEY BROOK AVE,Ou,40.80093,-74.10245,199,LYNDHURST TWP,12518,MB,S,
-8249207.5849,4984275.022,4687,Bergen,POLITO AVE AT RUTHERFORD AVE,Ou,40.80949,-74.10397,76,LYNDHURST TWP,12522,NS,N,
-8249207.5849,4984275.022,4688,Bergen,POLITO AVE AT RUTHERFORD AVE,Ou,40.80949,-74.10397,192,LYNDHURST TWP,12522,NS,N,
-8249207.5849,4984275.022,4689,Bergen,POLITO AVE AT RUTHERFORD AVE,Ou,40.80949,-74.10397,199,LYNDHURST TWP,12522,NS,N,
-8251478.2936,4982983.5544,4690,Bergen,RIDGE RD AT TENEYCK AVE,Ou,40.80067,-74.12431,76,LYNDHURST TWP,12523,NS,N,
-8251478.2936,4982983.5544,4691,Bergen,RIDGE RD AT TENEYCK AVE,Ou,40.80067,-74.12431,109,LYNDHURST TWP,12523,NS,N,
-8251263.1037,4983367.3353,4692,Bergen,RIDGE RD AT BALDWIN AVE,Ou,40.80328,-74.12238,76,LYNDHURST TWP,12524,NS,N,
-8251263.1037,4983367.3353,4693,Bergen,RIDGE RD AT BALDWIN AVE,Ou,40.80328,-74.12238,109,LYNDHURST TWP,12524,NS,N,
-8252815.2141,4984652.1945,4694,Bergen,RIVERSIDE AVE AT PAGE AVE,In,40.81201,-74.13631,192,LYNDHURST TWP,12525,NS,N,
-8252815.2141,4984652.1945,4695,Bergen,RIVERSIDE AVE AT PAGE AVE,In,40.81201,-74.13631,199,LYNDHURST TWP,12525,NS,N,
-8251021.2715,4983809.5946,4696,Bergen,RIDGE RD AT MARIN AVE,Ou,40.80628,-74.12019,76,LYNDHURST TWP,12526,NS,N,
-8251021.2715,4983809.5946,4697,Bergen,RIDGE RD AT MARIN AVE,Ou,40.80628,-74.12019,109,LYNDHURST TWP,12526,NS,N,
-8250853.6968,4984114.2868,4698,Bergen,RIDGE RD AT VALLEY BROOK AVE,Ou,40.80835,-74.11868,76,LYNDHURST TWP,12527,NS,N,
-8250853.6968,4984114.2868,4699,Bergen,RIDGE RD AT VALLEY BROOK AVE,Ou,40.80835,-74.11868,109,LYNDHURST TWP,12527,NS,N,
-8250679.2662,4984425.9336,4700,Bergen,RIDGE RD AT MILTON AVE,Ou,40.81048,-74.11714,76,LYNDHURST TWP,12528,NS,N,
-8250679.2662,4984425.9336,4701,Bergen,RIDGE RD AT MILTON AVE,Ou,40.81048,-74.11714,109,LYNDHURST TWP,12528,NS,N,
-8250478.2603,4984797.4164,4702,Bergen,RIDGE RD AT THIRD AVE,Ou,40.813,-74.11532,76,LYNDHURST TWP,12530,NS,N,
-8250478.2603,4984797.4164,4703,Bergen,RIDGE RD AT THIRD AVE,Ou,40.813,-74.11532,109,LYNDHURST TWP,12530,NS,N,
-8250361.2373,4985010.6037,4704,Bergen,RIDGE RD AT FIFTH AVE,Ou,40.81445,-74.11427,76,LYNDHURST TWP,12531,NS,N,
-8250361.2373,4985010.6037,4705,Bergen,RIDGE RD AT FIFTH AVE,Ou,40.81445,-74.11427,109,LYNDHURST TWP,12531,NS,N,
-8250363.7309,4985055.6819,4706,Bergen,RIDGE RD AT FIFTH AVE,In,40.81473,-74.11423,76,LYNDHURST TWP,12532,NS,S,
-8250363.7309,4985055.6819,4707,Bergen,RIDGE RD AT FIFTH AVE,In,40.81473,-74.11423,109,LYNDHURST TWP,12532,NS,S,
-8250479.6656,4984844.7974,4708,Bergen,RIDGE RD AT THIRD AVE,In,40.8133,-74.11528,76,LYNDHURST TWP,12533,NS,S,
-8250479.6656,4984844.7974,4709,Bergen,RIDGE RD AT THIRD AVE,In,40.8133,-74.11528,109,LYNDHURST TWP,12533,NS,S,
-8250751.6629,4984346.66,4710,Bergen,RIDGE RD AT FREEMAN ST,In,40.80992,-74.11774,76,LYNDHURST TWP,12535,NS,S,
-8250751.6629,4984346.66,4711,Bergen,RIDGE RD AT FREEMAN ST,In,40.80992,-74.11774,109,LYNDHURST TWP,12535,NS,S,
-8250841.2745,4984185.1928,4712,Bergen,RIDGE RD AT VALLEY BROOK AVE,In,40.80882,-74.11854,76,LYNDHURST TWP,12536,NS,S,
-8250841.2745,4984185.1928,4713,Bergen,RIDGE RD AT VALLEY BROOK AVE,In,40.80882,-74.11854,109,LYNDHURST TWP,12536,NS,S,
-8251200.7703,4983529.2248,4714,Bergen,RIDGE RD AT PAGE AVE,In,40.80436,-74.12177,76,LYNDHURST TWP,12537,NS,S,
-8251200.7703,4983529.2248,4715,Bergen,RIDGE RD AT PAGE AVE,In,40.80436,-74.12177,109,LYNDHURST TWP,12537,NS,S,
-8251319.9027,4983312.9492,4716,Bergen,RIDGE RD AT KINGSLAND AVE,In,40.80289,-74.12284,76,LYNDHURST TWP,12538,NS,S,
-8251319.9027,4983312.9492,4717,Bergen,RIDGE RD AT KINGSLAND AVE,In,40.80289,-74.12284,109,LYNDHURST TWP,12538,NS,S,
-8251464.3011,4983055.4923,4718,Bergen,RIDGE RD AT SUMMER AVE,In,40.80114,-74.12414,76,LYNDHURST TWP,12539,NS,S,
-8251464.3011,4983055.4923,4719,Bergen,RIDGE RD AT SUMMER AVE,In,40.80114,-74.12414,109,LYNDHURST TWP,12539,NS,S,
-8251201.9106,4983477.5819,4720,Bergen,RIDGE RD AT PAGE AVE,Ou,40.80403,-74.12183,76,LYNDHURST TWP,12540,NS,N,
-8251201.9106,4983477.5819,4721,Bergen,RIDGE RD AT PAGE AVE,Ou,40.80403,-74.12183,109,LYNDHURST TWP,12540,NS,N,
-8252864.5736,4984591.0102,4722,Bergen,RIVERSIDE AVE 275'S OF PAGE AVE,Ou,40.81158,-74.1367,192,LYNDHURST TWP,12541,MB,S,
-8252864.5736,4984591.0102,4723,Bergen,RIVERSIDE AVE 275'S OF PAGE AVE,Ou,40.81158,-74.1367,199,LYNDHURST TWP,12541,MB,S,
-8251060.3334,4985881.4985,4724,Bergen,RUTHERFORD AVE AT STUYVESANT AVE,Ou,40.82039,-74.12051,76,LYNDHURST TWP,12542,FS,E,
-8251060.3334,4985881.4985,4725,Bergen,RUTHERFORD AVE AT STUYVESANT AVE,Ou,40.82039,-74.12051,191,LYNDHURST TWP,12542,FS,E,
-8251060.3334,4985881.4985,4726,Bergen,RUTHERFORD AVE AT STUYVESANT AVE,Ou,40.82039,-74.12051,192,LYNDHURST TWP,12542,FS,E,
-8251060.3334,4985881.4985,4727,Bergen,RUTHERFORD AVE AT STUYVESANT AVE,Ou,40.82039,-74.12051,195,LYNDHURST TWP,12542,FS,E,
-8251060.3334,4985881.4985,4728,Bergen,RUTHERFORD AVE AT STUYVESANT AVE,Ou,40.82039,-74.12051,199,LYNDHURST TWP,12542,FS,E,
-8250763.1614,4985650.4616,4729,Bergen,RUTHERFORD AVE AT DELAFIELD AVE,Ou,40.81882,-74.11784,76,LYNDHURST TWP,12543,NS,E,
-8250763.1614,4985650.4616,4730,Bergen,RUTHERFORD AVE AT DELAFIELD AVE,Ou,40.81882,-74.11784,191,LYNDHURST TWP,12543,NS,E,
-8250763.1614,4985650.4616,4731,Bergen,RUTHERFORD AVE AT DELAFIELD AVE,Ou,40.81882,-74.11784,192,LYNDHURST TWP,12543,NS,E,
-8250763.1614,4985650.4616,4732,Bergen,RUTHERFORD AVE AT DELAFIELD AVE,Ou,40.81882,-74.11784,195,LYNDHURST TWP,12543,NS,E,
-8250763.1614,4985650.4616,4733,Bergen,RUTHERFORD AVE AT DELAFIELD AVE,Ou,40.81882,-74.11784,199,LYNDHURST TWP,12543,NS,E,
-8250257.7083,4985257.7308,4734,Bergen,RUTHERFORD AVE AT RIDGE RD,In,40.81616,-74.11329,191,LYNDHURST TWP,12544,NS,E,
-8250257.7083,4985257.7308,4735,Bergen,RUTHERFORD AVE AT RIDGE RD,In,40.81616,-74.11329,192,LYNDHURST TWP,12544,NS,E,
-8250257.7083,4985257.7308,4736,Bergen,RUTHERFORD AVE AT RIDGE RD,In,40.81616,-74.11329,195,LYNDHURST TWP,12544,NS,E,
-8250257.7083,4985257.7308,4737,Bergen,RUTHERFORD AVE AT RIDGE RD,In,40.81616,-74.11329,199,LYNDHURST TWP,12544,NS,E,
-8249826.8459,4984920.9349,4738,Bergen,RUTHERFORD AVE AT ORIENT WAY,Ou,40.81385,-74.10944,76,LYNDHURST TWP,12545,NS,E,
-8249826.8459,4984920.9349,4739,Bergen,RUTHERFORD AVE AT ORIENT WAY,Ou,40.81385,-74.10944,109,LYNDHURST TWP,12545,NS,E,
-8249826.8459,4984920.9349,4740,Bergen,RUTHERFORD AVE AT ORIENT WAY,Ou,40.81385,-74.10944,191,LYNDHURST TWP,12545,NS,E,
-8249826.8459,4984920.9349,4741,Bergen,RUTHERFORD AVE AT ORIENT WAY,Ou,40.81385,-74.10944,192,LYNDHURST TWP,12545,NS,E,
-8249826.8459,4984920.9349,4742,Bergen,RUTHERFORD AVE AT ORIENT WAY,Ou,40.81385,-74.10944,195,LYNDHURST TWP,12545,NS,E,
-8251952.7143,4982131.0365,4743,Bergen,RIDGE RD AT NOEL DR,Ou,40.79488,-74.12859,109,NORTH ARLINGTON,12818,NS,N,
-8251842.038,4982328.5792,4744,Bergen,RIDGE RD AT BERGEN AVE,Ou,40.79622,-74.12759,76,NORTH ARLINGTON,12819,FS,N,
-8251842.038,4982328.5792,4745,Bergen,RIDGE RD AT BERGEN AVE,Ou,40.79622,-74.12759,109,NORTH ARLINGTON,12819,FS,N,
-8251732.6825,4982525.4249,4746,Bergen,RIDGE RD AT CANTERBURY AVE,Ou,40.79756,-74.12661,76,NORTH ARLINGTON,12820,NS,N,
-8251732.6825,4982525.4249,4747,Bergen,RIDGE RD AT CANTERBURY AVE,Ou,40.79756,-74.12661,109,NORTH ARLINGTON,12820,NS,N,
-8251715.0886,4982606.1907,4748,Bergen,RIDGE RD AT JAUNCEY AVE,In,40.7981,-74.12643,76,NORTH ARLINGTON,12821,NS,S,
-8251715.0886,4982606.1907,4749,Bergen,RIDGE RD AT JAUNCEY AVE,In,40.7981,-74.12643,109,NORTH ARLINGTON,12821,NS,S,
-8251960.6782,4982166.0296,4750,Bergen,RIDGE RD AT RIDGE PARK DR,In,40.7951,-74.12862,76,NORTH ARLINGTON,12822,NS,S,
-8251960.6782,4982166.0296,4751,Bergen,RIDGE RD AT RIDGE PARK DR,In,40.7951,-74.12862,109,NORTH ARLINGTON,12822,NS,S,
-8252066.6872,4981983.5771,4752,Bergen,RIDGE RD AT ASTOR AVE,In,40.79385,-74.12955,76,NORTH ARLINGTON,12823,FS,S,
-8252066.6872,4981983.5771,4753,Bergen,RIDGE RD AT ASTOR AVE,In,40.79385,-74.12955,109,NORTH ARLINGTON,12823,FS,S,
-8252241.175,4981660.4183,4754,Bergen,RIDGE RD AT CRYSTAL ST,In,40.79167,-74.13116,76,NORTH ARLINGTON,12824,NS,S,
-8252241.175,4981660.4183,4755,Bergen,RIDGE RD AT CRYSTAL ST,In,40.79167,-74.13116,109,NORTH ARLINGTON,12824,NS,S,
